feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
0.19079142336099048,1.0392192442122608,-1.1014006324237542,0.9180112004092315,1.2385934065645559,0.22566518175366165,-1.799279962406065,0.9893252107868875,111.9600042881843,0.7311728402279538,-0.8501574769977457,0
-0.07220057354469855,1.1464531766918946,-1.0484241990504228,0.9392087748111173,0.9155070011747195,0.24389497171916982,-1.8953343898084112,0.7359382078806073,75.14941199140945,0.9107230915295808,-0.7602045030363572,0
-0.19077224821676197,1.198506822407475,-1.0605956976131716,0.8530293410437131,1.0575470223842462,0.2799071843526506,-1.700414390977853,0.6649313057098976,32.58277037469297,0.8462842732905892,-0.6868918907929099,0
-0.29021745765404994,1.4406018138703094,-0.9744569335891476,0.5615535012748326,1.0782316966550425,0.42686184258587445,-1.7344967912665763,0.5675708548505607,13.658709484235878,0.7277071422949497,-0.5439366254878123,0
-0.6352732284150525,1.3235669737849802,-0.8487035277863367,0.675430925254887,1.081525571944135,0.3659014337677121,-1.443306161478368,0.5593089027500036,6.159936178502504,0.6932914976704784,-0.32200895047532624,0
-0.7802161910028463,1.1539140548564935,-0.5903192261334493,0.4954406119268471,1.1010853466668495,0.5287928378486287,-1.3124571917231984,0.4557555028886437,3.2556494821164734,0.6136563496903992,-0.13122556459313395,0
-0.713654490862849,1.3583089096321797,-0.4874436547367892,0.49946089348440637,1.1526211573609648,0.9780395040384944,-1.147153934205399,0.41470986276270516,2.1183514023223524,0.5860714515960603,-0.0016680647143359761,0
-0.8748586009742252,1.1790237082436335,-0.34167785541190254,0.5203353311558501,1.101677745130236,1.1043743482143968,-0.7036918163254976,0.14528617535030142,1.4063195213912785,0.37005609367827297,0.4420509607948754,0
-1.0406384422269597,1.4669190456763683,0.22835174500017522,0.35557224035265317,1.0866100176811802,1.3466913652806136,-0.2537536672832252,0.1429950511124354,1.0757829160358985,0.44336263688954664,0.7987977643916584,0
-0.9419086044772442,1.336287796654848,0.31636671028992236,0.34906610763240375,1.1046848403034186,1.734962991278075,0.3026376050336237,0.3292179541072075,0.9077900030481778,0.3004764610300652,0.9402889989510499,0
-1.0052660439443848,1.3976547356944757,0.6345261323038975,0.18967322238840573,1.1092725114414044,2.0144112560583527,0.5750147077502311,0.111417643106707,0.6894267800292542,0.1546897007668336,0.9695001033815924,0
-0.9300276310771788,1.5611423044111372,0.8601278445493884,-0.037162520133471114,1.2761152425518976,2.399533106284812,0.8851902612541123,0.041461187061942226,0.6925276617708914,0.06195417168155357,0.7673146634193466,0
-0.7485682603993837,1.3184578575842305,0.9433767187781148,-0.20464258466463922,1.16052749629514,2.4630725126181656,1.0413370825481882,-0.060206746401655825,0.6622007884930502,0.14220551808846915,0.7473528324445935,0
-0.8225946623381014,1.3223992756598193,1.0864653671875963,0.03400559141443441,1.3374504318675988,2.5539105682697913,0.9044476167298818,0.06603150157102126,0.5478095540189029,0.008908009289709185,0.7618616727970211,0
-0.6370939626650599,1.4144178599489818,1.0441471242735945,-0.016483177739664453,1.2809397036098358,2.5510219667525793,0.9724886550629834,0.10749086870901317,0.6722313682501795,-0.06360994475856835,0.45578960243489175,0
-0.33564425112302315,1.5825869471769873,0.9137563752561578,-0.09734062402211562,1.2508071253620447,2.5732607624624557,0.9584053908767421,0.08779898718115979,0.7752740740097166,-0.03799580382722061,0.8081243489111984,0
-0.18437251485093878,1.3278522394266599,1.2178529461376608,-0.17008762082822637,1.3853399435695735,2.4109753630548068,0.9328705640714755,-0.02590489633477056,0.6283373694930285,0.07688751523349334,0.5925611072363767,0
0.14797393811002102,1.1926342142613755,1.018193447625387,-0.0756131581471702,1.2671743246779268,2.4547496598286482,0.8167494671578172,0.034000903396768506,0.6856323822811159,-0.16392118580155973,0.7865789391398532,0
0.22073895596125676,1.4219789162008685,0.9732987452394676,-0.031172292445950774,1.4153578622617506,2.356136038641032,0.9982811400594072,0.15600738127806046,0.700508507967685,-0.05138451927229799,0.7704540830988821,0
0.35288298100507975,1.5090450439803942,1.0476376390101745,0.03286028619473132,1.3791678148234114,2.384067257640216,0.856416033509414,0.07740052328977695,0.667445711499533,0.061275870344885804,0.6620978036399778,0
0.8035514756109445,1.5567316275818344,0.8929954438323082,-0.05284476147852134,1.2991010983098432,2.373166300940727,0.9363410307211877,-0.13514851298079703,0.7950439489874405,-0.11409948681868866,0.8467640829955733,0
0.7710902338004996,1.3699664664590476,0.7615760641580129,0.03352532220471241,1.4068846103191999,2.1513941760128925,1.0605117283329393,-0.3436138950558357,0.7184590813502216,-0.1442081618985994,0.8810731315136068,0
0.9054609162804192,1.352273948035702,0.7563002090194108,-0.3033279110706657,1.3986047300225986,2.0316464998026738,0.6559148049923975,-0.09387665870060388,1.02501823722752,-0.15658611088365376,0.8560993550967004,0
0.8254448534101408,1.4844091392924565,0.20924343010864377,-0.1980504568609589,1.4446610870643382,1.4916330595783083,0.5423893195636574,-0.0801926035105486,1.1371328976201251,-0.28194359699519717,0.9185957854658701,0
0.9441050729220867,1.157088457100527,-0.09219142447769031,-0.3767595415890326,1.4061254001414523,1.3336711270639423,0.411738919406883,-0.3105348709602971,1.3000354340838463,-0.523049158357181,1.1079364813755104,0
1.0004505055943684,1.2806901492987957,-0.3356483456220211,-0.4101482489437207,1.3356512308703534,0.8474057498068972,0.16033809372890237,-0.25431270926076077,2.140899548766349,-0.5916599034578278,1.011677129206449,0
0.8256311989375429,1.3154778050799587,-0.4835908380347318,-0.61779846902137,1.1481058350258087,0.7151106314119815,0.0126529698962096,-0.3463743323770275,3.097669310329249,-0.5718516315433784,1.051631803634867,0
0.8921687099228476,1.320585262635674,-0.9221836569769545,-0.552201557204229,1.4784156410826872,0.5781664788049039,-0.1484009027334345,-0.3917684859587176,5.326918770569521,-0.6326596775532074,0.6618104930729727,0
0.6743332288822317,1.2070735958671306,-1.0843601037594397,-0.7013352674476977,1.0653269273478272,0.3487994938920077,-0.1801345688356904,-0.5499177878001219,10.856775095247398,-0.7802995268365879,0.8766449935674541,0
0.555747817912434,1.2477541615529193,-1.0100290965879049,-0.8536270438337326,1.2732970910615087,0.3481051512651407,-0.26163607640271536,-0.4606723360757442,24.25472482205957,-0.8044717798106519,0.6905428028012939,0
0.3519478240188169,0.9861459788274054,-1.1431923322445579,-0.8234355172729939,1.1958210729646395,0.1592054443467818,-0.07296242106801322,-0.6565275102256194,56.886901302204116,-0.7853550217016432,0.8362485905445101,0
0.4081177325511414,1.164607396638713,-1.0317303486096219,-0.8637642200390949,1.0122637682468014,0.07481602619540154,-0.32358774537308255,-0.8139997727184051,105.00653125502056,-0.675976335970702,0.9020127330808179,0
0.023425702979564374,1.2762027564106726,-0.9382482079874245,-0.7892754170819568,1.0978141452971892,0.2980566698036527,-0.053196091616397156,-0.651461595959874,96.5555903575478,-0.6952214246446938,0.9930707765789777,0
-0.2800978741185714,1.1379915225797157,-1.0657851707590578,-0.935380983988906,1.0872908666579033,0.43391166500892553,-0.2996768138269005,-0.8447359051365468,46.80763839333368,-0.7109907707392726,0.7112923051059398,0
-0.2842246380416095,1.2522237358652317,-1.086269280038658,-0.780647118212947,1.2156031409915042,0.20313419732875893,-0.06961394695148104,-0.5266082373618866,19.242329105572228,-0.8550758221856563,0.7425281530836835,0
-0.666105475886472,1.3054494682873568,-0.8654496572133485,-0.6804103462053765,1.0089527952694202,0.5105982628328832,-0.18782405453579176,-0.4650483279765503,8.480869565871918,-0.7291548263280749,0.7907744090988407,0
-0.6789883280930668,1.2447011655976916,-0.6595427969852754,-0.6425960225942301,1.0548785077133318,0.5375012811183167,-0.22308566094656707,-0.3214418619617705,4.134447304767519,-0.6651170638738744,0.7336977525681264,0
-1.0237934814736314,1.3172279611528583,-0.7233835805418953,-0.42406677263344583,0.8537738182371895,0.6127261951936595,0.06280452489007501,-0.3744499903233537,2.464516251315228,-0.42903854383800943,0.9855237388964719,0
-1.0555940265026504,1.2273192631487568,-0.21931272728003118,-0.3857947422406022,1.2724320048605733,0.9091060224313723,0.25473780604465535,-0.3193105667194188,1.5736851267348766,-0.5112195286178475,0.9453303539927533,0
-0.9612501064795792,1.3275944444600642,0.07159398992473655,-0.36583641022742835,1.008289567878046,1.339697419316638,0.31114383529390394,-0.19019489664923492,1.0076285102405877,-0.27069215202441255,1.007149000324227,0
